smiles	status	PUBCHEM_CID	InChI	IUPAC	Isomeric_SMILES	Name	Source
OC[C@H]1O[C@H](C[C@@H]1O)n1cc(F)c(=O)[nH]c1=O	1	5790	InChI=1S/C9H11FN2O5/c10-4-2-12(9(16)11-8(4)15)7-1-5(14)6(3-13)17-7/h2,5-7,13-14H,1,3H2,(H,11,15,16)/t5-,6+,7+/m0/s1	5-fluoro-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione	C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O	Floxuridine	DrugAge Database
OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)O)N[C@H]1C=C(CO)[C@H]([C@@H]([C@H]1O)O)O)O)O	1	41774	InChI=1S/C25H43NO18/c1-6-11(26-8-2-7(3-27)12(30)15(33)13(8)31)14(32)19(37)24(40-6)43-22-10(5-29)42-25(20(38)17(22)35)44-21-9(4-28)41-23(39)18(36)16(21)34/h2,6,8-39H,3-5H2,1H3/t6-,8+,9-,10-,11-,12-,13+,14+,15+,16-,17-,18-,19-,20-,21-,22-,23?,24-,25-/m1/s1	(3R,4R,5S,6R)-5-[(2R,3R,4R,5S,6R)-5-[(2R,3R,4S,5S,6R)-3,4-dihydroxy-6-methyl-5-[[(1S,4R,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino]oxan-2-yl]oxy-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-(hydroxymethyl)oxane-2,3,4-triol	C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO	Acarbose	DrugAge Database
OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O	1	7427	InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12-/m1/s1	(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-3,4,5-triol	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O	Trehalose	DrugAge Database
OC[C@H]1OC(O)[C@@H]([C@@H]([C@@H]1O)O)N	1	6915732	InChI=1S/C6H13NO5/c7-3-5(10)4(9)2(1-8)12-6(3)11/h2-6,8-11H,1,7H2/t2-,3-,4-,5+,6?/m1/s1	(3R,4S,5S,6R)-3-amino-6-(hydroxymethyl)oxane-2,4,5-triol	C([C@@H]1[C@H]([C@H]([C@H](C(O1)O)N)O)O)O	Alln	DrugAge Database
OC[C@H]1OC(O)[C@@H]([C@H]([C@@H]1O)O)N	1	439213	InChI=1S/C6H13NO5/c7-3-5(10)4(9)2(1-8)12-6(3)11/h2-6,8-11H,1,7H2/t2-,3-,4-,5-,6?/m1/s1	(3R,4R,5S,6R)-3-amino-6-(hydroxymethyl)oxane-2,4,5-triol	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)O	D-glucosamine	DrugAge Database
OC[C@H]1OC(O)[C@@H]([C@H]([C@@H]1O)O)O	1	5793	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1	(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O	Glucose	DrugAge Database
OC[C@H]1OC(O)[C@@H]([C@H]([C@H]1O)O)O	1	6036	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6?/m1/s1	(3R,4S,5R,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol	C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)O	Galactose	DrugAge Database
OC[C@H]1Oc2cc(ccc2O[C@@H]1c1ccc(c(c1)OC)O)[C@H]1Oc2cc(O)cc(c2C(=O)[C@@H]1O)O	1	11059920	InChI=1S/C25H22O10/c1-32-17-6-11(2-4-14(17)28)24-20(10-26)33-18-7-12(3-5-16(18)34-24)25-23(31)22(30)21-15(29)8-13(27)9-19(21)35-25/h2-9,20,23-29,31H,10H2,1H3/t20-,23+,24-,25-/m1/s1	(2R,3R)-3,5,7-trihydroxy-2-[(2R,3R)-2-(4-hydroxy-3-methoxyphenyl)-3-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-6-yl]-2,3-dihydrochromen-4-one	COC1=C(C=CC(=C1)[C@@H]2[C@H](OC3=C(O2)C=CC(=C3)[C@@H]4[C@H](C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O	Isosilybin A/B	DrugAge Database
OC/C(=C\CC[C@]1(C)[C@H]2CC[C@@H](C1=C)C2)/C	1	6857681	InChI=1S/C15H24O/c1-11(10-16)5-4-8-15(3)12(2)13-6-7-14(15)9-13/h5,13-14,16H,2,4,6-10H2,1,3H3/b11-5-/t13-,14+,15+/m1/s1	(Z)-2-methyl-5-[(1S,2R,4R)-2-methyl-3-methylidene-2-bicyclo[2.2.1]heptanyl]pent-2-en-1-ol	C/C(=C/CC[C@@]1([C@H]2CC[C@H](C2)C1=C)C)/CO	β-Santalol	DrugAge Database
OC/C(=C\CCC1(C)C2CC3C1(C)C3C2)/C	1	5281531	InChI=1S/C15H24O/c1-10(9-16)5-4-6-14(2)11-7-12-13(8-11)15(12,14)3/h5,11-13,16H,4,6-9H2,1-3H3/b10-5-	(Z)-5-(2,3-dimethyl-3-tricyclo[2.2.1.02,6]heptanyl)-2-methylpent-2-en-1-ol	C/C(=C/CCC1(C2CC3C1(C3C2)C)C)/CO	α-Santalol	DrugAge Database
OC1[C@H](O)CC(C[C@H]1O)(O)C(=O)O	1	6508	InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)/t3-,4-,5?,7?/m1/s1	(3R,5R)-1,3,4,5-tetrahydroxycyclohexane-1-carboxylic acid	C1[C@H](C([C@@H](CC1(C(=O)O)O)O)O)O	Quinic acid	DrugAge Database
OC1C(O)C(O)C(C(C1O)O)O	1	892	InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H	cyclohexane-1,2,3,4,5,6-hexol	C1(C(C(C(C(C1O)O)O)O)O)O	myo-inositol	DrugAge Database
Oc1cc(/C=C/c2ccc(c(c2)O)O)cc(c1)O	1	667639	InChI=1S/C14H12O4/c15-11-5-10(6-12(16)8-11)2-1-9-3-4-13(17)14(18)7-9/h1-8,15-18H/b2-1+	4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2-diol	C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O	Piceatannol	DrugAge Database
Oc1cc(O)c2c(c1)O[C@@H]([C@@H](C2)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(c(c1)O)O	1	65064	InChI=1S/C22H18O11/c23-10-5-12(24)11-7-18(33-22(31)9-3-15(27)20(30)16(28)4-9)21(32-17(11)6-10)8-1-13(25)19(29)14(26)2-8/h1-6,18,21,23-30H,7H2/t18-,21-/m1/s1	[(2R,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl] 3,4,5-trihydroxybenzoate	C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O	Epigallocatechin-3-gallate	DrugAge Database
Oc1cc(O)c2c(c1)OC(C(C2)OC1(Oc2cc(O)cc(c2C(C1O)O)O)c1ccc(c(c1)O)O)c1ccc(c(c1)O)O	1	107876	InChI=1S/C30H26O13/c31-14-7-19(35)16-11-25(28(41-23(16)9-14)12-1-3-17(33)20(36)5-12)43-30(13-2-4-18(34)21(37)6-13)29(40)27(39)26-22(38)8-15(32)10-24(26)42-30/h1-10,25,27-29,31-40H,11H2	2-(3,4-dihydroxyphenyl)-2-[[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3,4-dihydro-2H-chromen-3-yl]oxy]-3,4-dihydrochromene-3,4,5,7-tetrol	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC4(C(C(C5=C(C=C(C=C5O4)O)O)O)O)C6=CC(=C(C=C6)O)O	Procyanidins	DrugAge Database
Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1cc(O)c(c(c1)O)O	1	5281672	InChI=1S/C15H10O8/c16-6-3-7(17)11-10(4-6)23-15(14(22)13(11)21)5-1-8(18)12(20)9(19)2-5/h1-4,16-20,22H	3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)chromen-4-one	C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O	Myricetin	DrugAge Database
Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O	1	5280343	InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H	2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	Quercetin	DrugAge Database
Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](C)[C@@H]([C@H]([C@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O)c1ccc(c(c1)O)O	1	5280805	InChI=1S/C27H30O16/c1-8-17(32)20(35)22(37)26(40-8)39-7-15-18(33)21(36)23(38)27(42-15)43-25-19(34)16-13(31)5-10(28)6-14(16)41-24(25)9-2-3-11(29)12(30)4-9/h2-6,8,15,17-18,20-23,26-33,35-38H,7H2,1H3/t8-,15+,17-,18+,20+,21-,22+,23+,26+,27-/m0/s1	2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O	Rutin	DrugAge Database
Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@H]1O[C@@H](C(=O)O)[C@@H]([C@H]([C@@H]1O)O)O)c1ccc(c(c1)O)O	1	57331105	InChI=1S/C21H18O13/c22-7-4-10(25)12-11(5-7)32-17(6-1-2-8(23)9(24)3-6)18(13(12)26)33-21-16(29)14(27)15(28)19(34-21)20(30)31/h1-5,14-16,19,21-25,27-29H,(H,30,31)/t14-,15-,16+,19-,21+/m1/s1	(2R,3R,4R,5S,6R)-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@@H]4[C@H]([C@@H]([C@H]([C@@H](O4)C(=O)O)O)O)O)O)O	Q3'G	DrugAge Database
Oc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)O)O	1	5280445	InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H	2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	Luteolin	DrugAge Database
Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1	1	5281607	InChI=1S/C15H10O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-8,16-17H	5,7-dihydroxy-2-phenylchromen-4-one	C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O	Chrysin	DrugAge Database
Oc1cc2c(=O)oc3c(c2cc1O)ccc(c3O)O	1	5482042	InChI=1S/C13H8O6/c14-8-2-1-5-6-3-9(15)10(16)4-7(6)13(18)19-12(5)11(8)17/h1-4,14-17H	3,4,8,9-tetrahydroxybenzo[c]chromen-6-one	C1=CC(=C(C2=C1C3=CC(=C(C=C3C(=O)O2)O)O)O)O	Urolithin D	DrugAge Database
Oc1cc2c(=O)oc3c4c2c(c1O)oc(=O)c4cc(c3O)O	1	5281855	InChI=1S/C14H6O8/c15-5-1-3-7-8-4(14(20)22-11(7)9(5)17)2-6(16)10(18)12(8)21-13(3)19/h1-2,15-18H	6,7,13,14-tetrahydroxy-2,9-dioxatetracyclo[6.6.2.04,16.011,15]hexadeca-1(15),4,6,8(16),11,13-hexaene-3,10-dione	C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O	Ellagic acid	DrugAge Database
Oc1cc2O[C@@H]([C@@H](Cc2c(c1)O)O)c1ccc(=O)c2c(c1)c(ccc2)C1Oc2cc(O)cc(c2C[C@H]1O)O	1	163199226	InChI=1S/C29H24O9/c30-14-7-22(33)19-11-24(35)28(37-26(19)9-14)13-4-5-21(32)16-2-1-3-17(18(16)6-13)29-25(36)12-20-23(34)8-15(31)10-27(20)38-29/h1-10,24-25,28-31,33-36H,11-12H2/t24-,25-,28-,29?/m1/s1	6-[(2R,3R)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-2-yl]-4-[(3R)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-2-yl]benzo[7]annulen-9-one	C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC4=C(C=CC=C4C5[C@@H](CC6=C(C=C(C=C6O5)O)O)O)C(=O)C=C3)O	Black tea extract	DrugAge Database
Oc1cc2O[C@H](c3cc(O)c(c(c3)O)O)[C@H](C(=O)c2c(c1)O)O	1	161557	InChI=1S/C15H12O8/c16-6-3-7(17)11-10(4-6)23-15(14(22)13(11)21)5-1-8(18)12(20)9(19)2-5/h1-4,14-20,22H/t14-,15+/m0/s1	(2R,3R)-3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-2,3-dihydrochromen-4-one	C1=C(C=C(C(=C1O)O)O)[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O	Dihydromyricetin	DrugAge Database
Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@@H](Cc2c(c1)O)O	1	72276	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1	(2R,3R)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol	C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O	Epicatechin	DrugAge Database
Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@H](C(=O)c2c(c1)O)O	1	439533	InChI=1S/C15H12O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,14-19,21H/t14-,15+/m0/s1	(2R,3R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-2,3-dihydrochromen-4-one	C1=CC(=C(C=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	Taxifolin	DrugAge Database
Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@H](Cc2c(c1)O)O	1	9064	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15+/m0/s1	(2R,3S)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol	C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O	Catechinic acid	DrugAge Database
Oc1cc2oc(cc(=O)c2c(c1O)O)c1ccccc1	1	5281605	InChI=1S/C15H10O5/c16-9-6-11(8-4-2-1-3-5-8)20-12-7-10(17)14(18)15(19)13(9)12/h1-7,17-19H	5,6,7-trihydroxy-2-phenylchromen-4-one	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O	Baicalein	DrugAge Database
Oc1ccc(c(c1)O)/C=C/c1cc(O)cc(c1)O	1	5281717	InChI=1S/C14H12O4/c15-11-4-3-10(14(18)8-11)2-1-9-5-12(16)7-13(17)6-9/h1-8,15-18H/b2-1+	4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,3-diol	C1=CC(=C(C=C1O)O)/C=C/C2=CC(=CC(=C2)O)O	Oxyresveratrol	DrugAge Database
Oc1ccc(c(c1)O)C(=O)/C=C/c1ccc(c(c1)O)O	1	5281222	InChI=1S/C15H12O5/c16-10-3-4-11(14(19)8-10)12(17)5-1-9-2-6-13(18)15(20)7-9/h1-8,16,18-20H/b5-1+	(E)-1-(2,4-dihydroxyphenyl)-3-(3,4-dihydroxyphenyl)prop-2-en-1-one	C1=CC(=C(C=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O)O	Butein	DrugAge Database
Oc1ccc(cc1)/C=C/1\Oc2c(C1=O)ccc(c2)O	1	5281254	InChI=1S/C15H10O4/c16-10-3-1-9(2-4-10)7-14-15(18)12-6-5-11(17)8-13(12)19-14/h1-8,16-17H/b14-7-	(2Z)-6-hydroxy-2-[(4-hydroxyphenyl)methylidene]-1-benzofuran-3-one	C1=CC(=CC=C1/C=C\2/C(=O)C3=C(O2)C=C(C=C3)O)O	Hispidol	DrugAge Database
Oc1ccc(cc1)/C=C/1\Oc2c(C1=O)ccc1c2CCC(O1)(C)C	1	132523922	InChI=1S/C20H18O4/c1-20(2)10-9-14-16(24-20)8-7-15-18(22)17(23-19(14)15)11-12-3-5-13(21)6-4-12/h3-8,11,21H,9-10H2,1-2H3/b17-11-	(2Z)-2-[(4-hydroxyphenyl)methylidene]-7,7-dimethyl-8,9-dihydrofuro[2,3-f]chromen-3-one	CC1(CCC2=C(O1)C=CC3=C2O/C(=C\C4=CC=C(C=C4)O)/C3=O)C	Damaurone D	DrugAge Database
Oc1ccc(cc1)/C=C/c1cc(O)cc(c1)O	1	445154	InChI=1S/C14H12O3/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(17)8-11/h1-9,15-17H/b2-1+	5-[(E)-2-(4-hydroxyphenyl)ethenyl]benzene-1,3-diol	C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O	Resveratrol	DrugAge Database
Oc1ccc(cc1)C[C@@](C(=O)O)(N)C	0	441350	InChI=1S/C10H13NO3/c1-10(11,9(13)14)6-7-2-4-8(12)5-3-7/h2-5,12H,6,11H2,1H3,(H,13,14)/t10-/m0/s1	(2S)-2-amino-3-(4-hydroxyphenyl)-2-methylpropanoic acid	C[C@](CC1=CC=C(C=C1)O)(C(=O)O)N	L-alpha-Methyl-p-tyrosine	PMID: 24134630
Oc1ccc(cc1)C1CC(=O)c2c(O1)cc(cc2O)O	1	932	InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2	5,7-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O	Naringenin	Geroprotective Compounds
Oc1ccc(cc1)c1coc2c(c1=O)c(O)cc(c2)O	1	5280961	InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-13-6-10(17)5-12(18)14(13)15(11)19/h1-7,16-18H	5,7-dihydroxy-3-(4-hydroxyphenyl)chromen-4-one	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O	Genistein	DrugAge Database
Oc1ccc(cc1)c1coc2c(c1=O)ccc(c2)O	0	5281708	InChI=1S/C15H10O4/c16-10-3-1-9(2-4-10)13-8-19-14-7-11(17)5-6-12(14)15(13)18/h1-8,16-17H	7-hydroxy-3-(4-hydroxyphenyl)chromen-4-one	C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O	Daidzein	PMID: 24134630
Oc1ccc(cc1)c1nc(c([nH]1)c1ccncc1)c1ccc(cc1)F	0	5169	InChI=1S/C20H14FN3O/c21-16-5-1-13(2-6-16)18-19(14-9-11-22-12-10-14)24-20(23-18)15-3-7-17(25)8-4-15/h1-12,25H,(H,23,24)	4-[4-(4-fluorophenyl)-5-pyridin-4-yl-1H-imidazol-2-yl]phenol	C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O	SB 202190	PMID: 24134630
Oc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1O)O	1	5280863	InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-18,20H	3,5,7-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	Kaempferol	DrugAge Database
Oc1ccc(cc1)CCC(=O)c1c(O)cc(cc1O)O	0	4788	InChI=1S/C15H14O5/c16-10-4-1-9(2-5-10)3-6-12(18)15-13(19)7-11(17)8-14(15)20/h1-2,4-5,7-8,16-17,19-20H,3,6H2	3-(4-hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one	C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O	Phloretin	PMID: 24134630
Oc1ccc(cc1O)c1cc(OC2CCCC2)c2c(n1)cccc2	1	135741221	InChI=1S/C20H19NO3/c22-18-10-9-13(11-19(18)23)17-12-20(24-14-5-1-2-6-14)15-7-3-4-8-16(15)21-17/h3-4,7-12,14,22-23H,1-2,5-6H2	4-(4-cyclopentyloxyquinolin-2-yl)benzene-1,2-diol	C1CCC(C1)OC2=CC(=NC3=CC=CC=C32)C4=CC(=C(C=C4)O)O	CMS121	DrugAge Database
Oc1ccc2c(c1)[C@@]1(C)CCN([C@@H](C2)[C@H]1C)CC1CC1	0	6603759	InChI=1S/C18H25NO/c1-12-17-9-14-5-6-15(20)10-16(14)18(12,2)7-8-19(17)11-13-3-4-13/h5-6,10,12-13,17,20H,3-4,7-9,11H2,1-2H3/t12-,17+,18+/m1/s1	(1S,9S,13S)-10-(cyclopropylmethyl)-1,13-dimethyl-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol	C[C@@H]1[C@@H]2CC3=C([C@]1(CCN2CC4CC4)C)C=C(C=C3)O	(+)-Cyclazocine	PMID: 24134630
Oc1ccc2c(c1)C(=O)CCC2	0	571818	InChI=1S/C10H10O2/c11-8-5-4-7-2-1-3-10(12)9(7)6-8/h4-6,11H,1-3H2	7-hydroxy-3,4-dihydro-2H-naphthalen-1-one	C1CC2=C(C=C(C=C2)O)C(=O)C1	7-Hydroxy-1-tetralone	PMID: 21765926
Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C	1	5757	InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1	(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O	Beta-Estradiol	DrugAge Database
Oc1ccc2c(c1)CCC1C2CCC2(C1CC[C@H]2O)C	1	6432565	InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14?,15?,16?,17-,18?/m1/s1	(17R)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	CC12CCC3C(C1CC[C@H]2O)CCC4=C3C=CC(=C4)O	17‐α‐estradiol	DrugAge Database
Oc1ccc2c(c1)O[C@@H]1[C@@]2(O)COc2c1ccc1c2C=CC(O1)(C)C	1	162807	InChI=1S/C20H18O5/c1-19(2)8-7-12-15(25-19)6-4-13-17(12)23-10-20(22)14-5-3-11(21)9-16(14)24-18(13)20/h3-9,18,21-22H,10H2,1-2H3/t18-,20+/m0/s1	(2S,10S)-17,17-dimethyl-3,12,18-trioxapentacyclo[11.8.0.02,10.04,9.014,19]henicosa-1(13),4(9),5,7,14(19),15,20-heptaene-6,10-diol	CC1(C=CC2=C(O1)C=CC3=C2OC[C@@]4([C@H]3OC5=C4C=CC(=C5)O)O)C	Glyceollin I	DrugAge Database
Oc1ccc2c(c1)oc(=O)c1c2cc(O)c(c1)O	1	60198001	InChI=1S/C13H8O5/c14-6-1-2-7-8-4-10(15)11(16)5-9(8)13(17)18-12(7)3-6/h1-5,14-16H	3,8,9-trihydroxybenzo[c]chromen-6-one	C1=CC2=C(C=C1O)OC(=O)C3=CC(=C(C=C23)O)O	Urolithin C	DrugAge Database
Oc1ccc2c(c1)oc(=O)c1c2ccc(c1)O	1	5488186	InChI=1S/C13H8O4/c14-7-1-3-9-10-4-2-8(15)6-12(10)17-13(16)11(9)5-7/h1-6,14-15H	3,8-dihydroxybenzo[c]chromen-6-one	C1=CC2=C(C=C1O)C(=O)OC3=C2C=CC(=C3)O	Urolithin A	DrugAge Database
Oc1ccc2c(c1)oc(=O)c1c2cccc1	1	5380406	InChI=1S/C13H8O3/c14-8-5-6-10-9-3-1-2-4-11(9)13(15)16-12(10)7-8/h1-7,14H	3-hydroxybenzo[c]chromen-6-one	C1=CC=C2C(=C1)C3=C(C=C(C=C3)O)OC2=O	Urolithin B	DrugAge Database
Oc1ccc2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O	1	5281614	InChI=1S/C15H10O6/c16-8-2-3-9-12(6-8)21-15(14(20)13(9)19)7-1-4-10(17)11(18)5-7/h1-6,16-18,20H	2-(3,4-dihydroxyphenyl)-3,7-dihydroxychromen-4-one	C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O	Fisetin	DrugAge Database
Oc1ccc2c(c1)OC/C(=C\c1ccc(c(c1)O)O)/C2=O	1	9817274	InChI=1S/C16H12O5/c17-11-2-3-12-15(7-11)21-8-10(16(12)20)5-9-1-4-13(18)14(19)6-9/h1-7,17-19H,8H2/b10-5+	(3E)-3-[(3,4-dihydroxyphenyl)methylidene]-7-hydroxychromen-4-one	C1/C(=C\C2=CC(=C(C=C2)O)O)/C(=O)C3=C(O1)C=C(C=C3)O	Sappanone A	DrugAge Database
